,Stablecoin_Market_Cap,ETF_Volume_Proxy,BTC_Realized_Cap,Binance_BTC_OI
2025-07-06 00:00:00,"{'peggedUSD': 254123248831, 'peggedVAR': 91220394, 'peggedEUR': 355077582, 'peggedJPY': 1586303723, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14054915, 'peggedAUD': 421361, 'peggedREAL': 289085341, 'peggedRUB': 11518036565, 'peggedMXN': 19562400}",2031274611.1450195,,
2025-07-07 00:00:00,"{'peggedUSD': 254181861706, 'peggedVAR': 91211742, 'peggedEUR': 355339729, 'peggedJPY': 1586305041, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14054915, 'peggedAUD': 421361, 'peggedREAL': 289093701, 'peggedRUB': 11518036565, 'peggedMXN': 19562400}",2320514817.668152,,
2025-07-08 00:00:00,"{'peggedUSD': 254347179096, 'peggedVAR': 91215173, 'peggedEUR': 363530720, 'peggedJPY': 1586305044, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14117559, 'peggedAUD': 421361, 'peggedREAL': 289118704, 'peggedRUB': 11518137320, 'peggedMXN': 19562400}",1821928121.006012,,
2025-07-09 00:00:00,"{'peggedUSD': 254280918767, 'peggedVAR': 91221965, 'peggedEUR': 363723849, 'peggedJPY': 1586305259, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1298532, 'peggedCHF': 14147559, 'peggedAUD': 421361, 'peggedREAL': 289088997, 'peggedRUB': 11518541110, 'peggedMXN': 19562400}",3622432456.323242,,
2025-07-10 00:00:00,"{'peggedUSD': 254944938596, 'peggedVAR': 91264115, 'peggedEUR': 362897265, 'peggedJPY': 1586305861, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 14147558, 'peggedAUD': 421361, 'peggedREAL': 289150070, 'peggedRUB': 11518541110, 'peggedMXN': 19562400}",5427346050.0,,
2025-07-11 00:00:00,"{'peggedUSD': 256059310505, 'peggedVAR': 91223320, 'peggedEUR': 361250257, 'peggedJPY': 1586305384, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14119277, 'peggedAUD': 421361, 'peggedREAL': 289176108, 'peggedRUB': 11518648898, 'peggedMXN': 19562400}",5244523927.559662,,
2025-07-12 00:00:00,"{'peggedUSD': 257062351309, 'peggedVAR': 91261888, 'peggedEUR': 360201139, 'peggedJPY': 1586305854, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14158757, 'peggedAUD': 421361, 'peggedREAL': 289052015, 'peggedRUB': 19155725169, 'peggedMXN': 19562400}",5244523927.559662,,
2025-07-13 00:00:00,"{'peggedUSD': 257328587906, 'peggedVAR': 91263820, 'peggedEUR': 359230333, 'peggedJPY': 1586312705, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14208546, 'peggedAUD': 421361, 'peggedREAL': 289052015, 'peggedRUB': 19155725169, 'peggedMXN': 19562400}",5244523927.559662,,
2025-07-14 00:00:00,"{'peggedUSD': 257491796148, 'peggedVAR': 91271720, 'peggedEUR': 360577680, 'peggedJPY': 1586309848, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14210037, 'peggedAUD': 421361, 'peggedREAL': 289283465, 'peggedRUB': 19155725169, 'peggedMXN': 19562400}",4662939308.87146,,
2025-07-15 00:00:00,"{'peggedUSD': 257131109268, 'peggedVAR': 91378502, 'peggedEUR': 366794617, 'peggedJPY': 1586410243, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14082815, 'peggedAUD': 421361, 'peggedREAL': 289317169, 'peggedRUB': 19156165394, 'peggedMXN': 19562400}",5430373404.58374,,
2025-07-16 00:00:00,"{'peggedUSD': 256101024525, 'peggedVAR': 91296918, 'peggedEUR': 368018102, 'peggedJPY': 1586408291, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14071712, 'peggedAUD': 438450, 'peggedREAL': 289290804, 'peggedRUB': 19156267008, 'peggedMXN': 19562400, 'peggedSGD': 13757291}",3971277032.2036743,,
2025-07-17 00:00:00,"{'peggedUSD': 258619061468, 'peggedVAR': 91164508, 'peggedEUR': 366549125, 'peggedJPY': 1586400524, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14058446, 'peggedAUD': 438450, 'peggedREAL': 289296929, 'peggedRUB': 19156267008, 'peggedMXN': 19562400}",3065241864.138031,,
2025-07-18 00:00:00,"{'peggedUSD': 259256808247, 'peggedVAR': 91085152, 'peggedEUR': 367319029, 'peggedJPY': 1586399173, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1798532, 'peggedCHF': 14677080, 'peggedAUD': 438450, 'peggedREAL': 289276081, 'peggedRUB': 19156368642, 'peggedMXN': 19562400, 'peggedSGD': 14157291}",3401373487.5671387,,
2025-07-19 00:00:00,"{'peggedUSD': 260065979437, 'peggedVAR': 91094930, 'peggedEUR': 363642159, 'peggedJPY': 1586289601, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1798532, 'peggedCHF': 14783897, 'peggedAUD': 438450, 'peggedREAL': 289467886, 'peggedRUB': 19156571970, 'peggedMXN': 19562400, 'peggedSGD': 14157291}",3401373487.5671387,,
2025-07-20 00:00:00,"{'peggedUSD': 260415263099, 'peggedVAR': 91146755, 'peggedEUR': 365627121, 'peggedJPY': 1586189703, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1798532, 'peggedCHF': 14781666, 'peggedAUD': 438450, 'peggedREAL': 289467886, 'peggedRUB': 19156571970, 'peggedMXN': 19562400, 'peggedSGD': 14157291}",3401373487.5671387,,
2025-07-21 00:00:00,"{'peggedUSD': 260796441882, 'peggedVAR': 90997079, 'peggedEUR': 365967091, 'peggedJPY': 1586186009, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1798532, 'peggedCHF': 14946955, 'peggedAUD': 438450, 'peggedREAL': 289467897, 'peggedRUB': 19156571970, 'peggedMXN': 19562400, 'peggedSGD': 12384535}",3122869550.2075195,,
2025-07-22 00:00:00,"{'peggedUSD': 261248298506, 'peggedVAR': 90997195, 'peggedEUR': 363547216, 'peggedJPY': 1586183053, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1798532, 'peggedCHF': 15035873, 'peggedAUD': 438450, 'peggedREAL': 289293671, 'peggedRUB': 28688124185, 'peggedMXN': 19562400, 'peggedSGD': 13727291}",3077936084.149933,,
2025-07-23 00:00:00,"{'peggedUSD': 261740870848, 'peggedVAR': 91048763, 'peggedEUR': 364609910, 'peggedJPY': 1586183086, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1698532, 'peggedCHF': 14996007, 'peggedAUD': 438450, 'peggedREAL': 289328428, 'peggedRUB': 34404362873, 'peggedMXN': 19562400, 'peggedSGD': 12474535}",2346987754.9324036,,
2025-07-24 00:00:00,"{'peggedUSD': 262546281712, 'peggedVAR': 91047933, 'peggedEUR': 355124516, 'peggedJPY': 1584364734, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1698532, 'peggedCHF': 15051488, 'peggedAUD': 438450, 'peggedREAL': 289159724, 'peggedRUB': 39167193957, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",2249688355.7647705,,
2025-07-25 00:00:00,"{'peggedUSD': 263880267659, 'peggedVAR': 91018091, 'peggedEUR': 354752810, 'peggedJPY': 1584365162, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1698532, 'peggedCHF': 15016841, 'peggedAUD': 438450, 'peggedREAL': 289159724, 'peggedRUB': 39167294474, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",3583154684.95636,,
2025-07-26 00:00:00,"{'peggedUSD': 263674953437, 'peggedVAR': 91016521, 'peggedEUR': 354694091, 'peggedJPY': 1583970211, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1698532, 'peggedCHF': 15041678, 'peggedAUD': 438450, 'peggedREAL': 289285730, 'peggedRUB': 39167395012, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",3583154684.95636,,
2025-07-27 00:00:00,"{'peggedUSD': 264301719171, 'peggedVAR': 91069187, 'peggedEUR': 354275491, 'peggedJPY': 1583974358, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1698532, 'peggedCHF': 15041423, 'peggedAUD': 438450, 'peggedREAL': 289285730, 'peggedRUB': 39167395012, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",3583154684.95636,,
2025-07-28 00:00:00,"{'peggedUSD': 264479291070, 'peggedVAR': 91087325, 'peggedEUR': 354483003, 'peggedJPY': 1584173508, 'peggedCNY': 20540769, 'peggedUAH': 447916, 'peggedARS': 10898766, 'peggedGBP': 434215, 'peggedCAD': 1698532, 'peggedCHF': 15041423, 'peggedAUD': 438450, 'peggedREAL': 289285464, 'peggedRUB': 39167395012, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",2599990740.875244,,
2025-07-29 00:00:00,"{'peggedUSD': 264474859746, 'peggedVAR': 91078144, 'peggedEUR': 363912397, 'peggedJPY': 1594173174, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1698532, 'peggedCHF': 15056390, 'peggedAUD': 438450, 'peggedREAL': 289506934, 'peggedRUB': 39167494937, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",2562150947.8370667,,
2025-07-30 00:00:00,"{'peggedUSD': 264678439245, 'peggedVAR': 91174164, 'peggedEUR': 356018005, 'peggedJPY': 1594173342, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1698532, 'peggedCHF': 15096390, 'peggedAUD': 438450, 'peggedREAL': 289315440, 'peggedRUB': 39167790974, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",2714738859.3437195,,
2025-07-31 00:00:00,"{'peggedUSD': 265349064527, 'peggedVAR': 90656544, 'peggedEUR': 356539497, 'peggedJPY': 1594173198, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15173961, 'peggedAUD': 438009, 'peggedREAL': 289233912, 'peggedRUB': 39167887178, 'peggedMXN': 19562400, 'peggedSGD': 13927291}",2749832779.346466,,
2025-08-01 00:00:00,"{'peggedUSD': 265962416016, 'peggedVAR': 90680199, 'peggedEUR': 352935819, 'peggedJPY': 1593976249, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15209985, 'peggedAUD': 465233, 'peggedREAL': 289416968, 'peggedRUB': 39167983401, 'peggedMXN': 19562400, 'peggedSGD': 14127291}",4484463419.241333,,
2025-08-02 00:00:00,"{'peggedUSD': 266245075303, 'peggedVAR': 90616357, 'peggedEUR': 353300940, 'peggedJPY': 1593976335, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15209985, 'peggedAUD': 2182024, 'peggedREAL': 289149154, 'peggedRUB': 39168078375, 'peggedMXN': 19562400, 'peggedSGD': 14377291}",4484463419.241333,,
2025-08-03 00:00:00,"{'peggedUSD': 266200571908, 'peggedVAR': 90579107, 'peggedEUR': 350048878, 'peggedJPY': 1595976836, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15210421, 'peggedAUD': 2182024, 'peggedREAL': 289149154, 'peggedRUB': 39168078375, 'peggedMXN': 19562400, 'peggedSGD': 14377291}",4484463419.241333,,
2025-08-04 00:00:00,"{'peggedUSD': 266727453246, 'peggedVAR': 90568152, 'peggedEUR': 350346250, 'peggedJPY': 1595976716, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15210421, 'peggedAUD': 2182024, 'peggedREAL': 289149148, 'peggedRUB': 39168078375, 'peggedMXN': 19562400, 'peggedSGD': 14377291}",1955034948.4924316,,
2025-08-05 00:00:00,"{'peggedUSD': 267058457257, 'peggedVAR': 90574421, 'peggedEUR': 355593092, 'peggedJPY': 1595976573, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15114221, 'peggedAUD': 3532584, 'peggedREAL': 289095313, 'peggedRUB': 39168174633, 'peggedMXN': 19562400, 'peggedSGD': 14127291}",2022203130.6045532,,
2025-08-06 00:00:00,"{'peggedUSD': 267204136442, 'peggedVAR': 90578801, 'peggedEUR': 355355727, 'peggedJPY': 1595976586, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15159317, 'peggedAUD': 4018570, 'peggedREAL': 289095313, 'peggedRUB': 39168488164, 'peggedMXN': 19562400, 'peggedSGD': 14127291}",1760037574.3934631,,
2025-08-07 00:00:00,"{'peggedUSD': 267312017000, 'peggedVAR': 90588207, 'peggedEUR': 358692165, 'peggedJPY': 1232059572, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15166846, 'peggedAUD': 5522593, 'peggedREAL': 289028110, 'peggedRUB': 39168680852, 'peggedMXN': 19562400, 'peggedSGD': 14127291}",2764349512.739563,,
2025-08-08 00:00:00,"{'peggedUSD': 268461913093, 'peggedVAR': 90651359, 'peggedEUR': 363266343, 'peggedJPY': 1232058987, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15166846, 'peggedAUD': 6132147, 'peggedREAL': 288977158, 'peggedRUB': 39168777223, 'peggedMXN': 19562400, 'peggedSGD': 14327291}",1925798102.015686,,
2025-08-09 00:00:00,"{'peggedUSD': 269040442592, 'peggedVAR': 90654353, 'peggedEUR': 364035042, 'peggedJPY': 1232057138, 'peggedCNY': 20540769, 'peggedUAH': 452536, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15167867, 'peggedAUD': 7817152, 'peggedREAL': 289075142, 'peggedRUB': 39168873612, 'peggedMXN': 19562400, 'peggedSGD': 13847291}",1925798102.015686,,
2025-08-10 00:00:00,"{'peggedUSD': 269580279951, 'peggedVAR': 90756846, 'peggedEUR': 361012299, 'peggedJPY': 1231358189, 'peggedCNY': 20540769, 'peggedUAH': 454594, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15167862, 'peggedAUD': 7817152, 'peggedREAL': 289171130, 'peggedRUB': 39168873612, 'peggedMXN': 19562400, 'peggedSGD': 13847291}",1925798102.015686,,
2025-08-11 00:00:00,"{'peggedUSD': 268961395316, 'peggedVAR': 90776199, 'peggedEUR': 361190773, 'peggedJPY': 1233405217, 'peggedCNY': 20540769, 'peggedUAH': 454594, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15167862, 'peggedAUD': 7817152, 'peggedREAL': 289169770, 'peggedRUB': 39168873612, 'peggedMXN': 19562400, 'peggedSGD': 13672839}",2919240913.658142,,
2025-08-12 00:00:00,"{'peggedUSD': 269757942263, 'peggedVAR': 90778617, 'peggedEUR': 359064334, 'peggedJPY': 1232896241, 'peggedCNY': 20540769, 'peggedUAH': 454594, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15157862, 'peggedAUD': 2677180, 'peggedREAL': 289169770, 'peggedRUB': 39168873612, 'peggedMXN': 19562400, 'peggedSGD': 13672839}",2273559332.89032,,
2025-08-13 00:00:00,"{'peggedUSD': 270566891906, 'peggedVAR': 90797627, 'peggedEUR': 356753298, 'peggedJPY': 1232896138, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15106769, 'peggedAUD': 5206459, 'peggedREAL': 289106743, 'peggedRUB': 39169178056, 'peggedMXN': 19562400, 'peggedSGD': 13922839}",3828949863.2263184,,
2025-08-14 00:00:00,"{'peggedUSD': 272043835580, 'peggedVAR': 90846858, 'peggedEUR': 354684469, 'peggedJPY': 1232118552, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1788532, 'peggedCHF': 15107003, 'peggedAUD': 2317327, 'peggedREAL': 289152772, 'peggedRUB': 39169274520, 'peggedMXN': 19562400, 'peggedSGD': 14322839}",4772509101.086426,,
2025-08-15 00:00:00,"{'peggedUSD': 273864760944, 'peggedVAR': 90830493, 'peggedEUR': 372205804, 'peggedJPY': 1232119089, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1788532, 'peggedCHF': 15052582, 'peggedAUD': 2089458, 'peggedREAL': 289169933, 'peggedRUB': 39244467503, 'peggedMXN': 19562400, 'peggedSGD': 14482839}",2630034140.6433105,,
2025-08-16 00:00:00,"{'peggedUSD': 275193330374, 'peggedVAR': 90825864, 'peggedEUR': 377576260, 'peggedJPY': 1232519615, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1788532, 'peggedCHF': 15048982, 'peggedAUD': 4293207, 'peggedREAL': 289107242, 'peggedRUB': 35690231356, 'peggedMXN': 19562400, 'peggedSGD': 14482839}",2630034140.6433105,,
2025-08-17 00:00:00,"{'peggedUSD': 275135767538, 'peggedVAR': 90800643, 'peggedEUR': 378044670, 'peggedJPY': 1232514406, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1788532, 'peggedCHF': 15055040, 'peggedAUD': 4444644, 'peggedREAL': 289107242, 'peggedRUB': 35690231356, 'peggedMXN': 19562400, 'peggedSGD': 14482839}",2630034140.6433105,,
2025-08-18 00:00:00,"{'peggedUSD': 276325186436, 'peggedVAR': 90824895, 'peggedEUR': 378125231, 'peggedJPY': 1232520531, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1788532, 'peggedCHF': 15055040, 'peggedAUD': 4444644, 'peggedREAL': 289107242, 'peggedRUB': 35690231356, 'peggedMXN': 19562400, 'peggedSGD': 13230083}",2240317028.5110474,,
2025-08-19 00:00:00,"{'peggedUSD': 276357563017, 'peggedVAR': 90775609, 'peggedEUR': 374854422, 'peggedJPY': 1232520667, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1788532, 'peggedCHF': 15047768, 'peggedAUD': 5092328, 'peggedREAL': 289192437, 'peggedRUB': 39171812899, 'peggedMXN': 19562400, 'peggedSGD': 14082829}",3630342616.07666,,
2025-08-20 00:00:00,"{'peggedUSD': 276317655547, 'peggedVAR': 90766424, 'peggedEUR': 376135446, 'peggedJPY': 1232520767, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 2088532, 'peggedCHF': 15052037, 'peggedAUD': 5407027, 'peggedREAL': 289451118, 'peggedRUB': 39171812899, 'peggedMXN': 19562400, 'peggedSGD': 14282829}",2647842182.2540283,,
2025-08-21 00:00:00,"{'peggedUSD': 276573365510, 'peggedVAR': 90751782, 'peggedEUR': 377756901, 'peggedJPY': 1232225788, 'peggedCNY': 20540769, 'peggedUAH': 456736, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15067268, 'peggedAUD': 3617335, 'peggedREAL': 289358688, 'peggedRUB': 39171812899, 'peggedMXN': 19562400, 'peggedSGD': 14682829}",2177376352.0511627,,
2025-08-22 00:00:00,"{'peggedUSD': 275641307755, 'peggedVAR': 90761245, 'peggedEUR': 378958371, 'peggedJPY': 1232224765, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15067268, 'peggedAUD': 4826910, 'peggedREAL': 289396606, 'peggedRUB': 39172103376, 'peggedMXN': 19562400, 'peggedSGD': 14682829}",4421472000.0,,
2025-08-23 00:00:00,"{'peggedUSD': 275520873295, 'peggedVAR': 90766540, 'peggedEUR': 387122023, 'peggedJPY': 1231374475, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15020817, 'peggedAUD': 3842665, 'peggedREAL': 289170092, 'peggedRUB': 39172103376, 'peggedMXN': 19562400, 'peggedSGD': 14682829}",4421472000.0,,
2025-08-24 00:00:00,"{'peggedUSD': 276819977388, 'peggedVAR': 90783114, 'peggedEUR': 387674565, 'peggedJPY': 1231376409, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15022626, 'peggedAUD': 5770573, 'peggedREAL': 289170092, 'peggedRUB': 39172103376, 'peggedMXN': 19562400, 'peggedSGD': 14682829}",4421472000.0,,
2025-08-25 00:00:00,"{'peggedUSD': 276855432217, 'peggedVAR': 90778991, 'peggedEUR': 388093356, 'peggedJPY': 1231828896, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15022626, 'peggedAUD': 6692945, 'peggedREAL': 289170092, 'peggedRUB': 39172103376, 'peggedMXN': 19562400, 'peggedSGD': 14022829}",3512690651.6685486,,
2025-08-26 00:00:00,"{'peggedUSD': 278731455309, 'peggedVAR': 90738589, 'peggedEUR': 391525057, 'peggedJPY': 1231828584, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15027848, 'peggedAUD': 8272593, 'peggedREAL': 289310710, 'peggedRUB': 39172504025, 'peggedMXN': 19562400, 'peggedSGD': 13220073}",2616712766.72287,,
2025-08-27 00:00:00,"{'peggedUSD': 278824029738, 'peggedVAR': 90738156, 'peggedEUR': 398895812, 'peggedJPY': 1231828149, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15032231, 'peggedAUD': 6905278, 'peggedREAL': 289340292, 'peggedRUB': 39172504025, 'peggedMXN': 19562400, 'peggedSGD': 14732829}",2151420971.5759277,,
2025-08-28 00:00:00,"{'peggedUSD': 279548924228, 'peggedVAR': 90734375, 'peggedEUR': 398527581, 'peggedJPY': 1233448206, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15030196, 'peggedAUD': 6885696, 'peggedREAL': 289449692, 'peggedRUB': 39172694949, 'peggedMXN': 19562400, 'peggedSGD': 13480073}",1964355020.5718994,,
2025-08-29 00:00:00,"{'peggedUSD': 281954999901, 'peggedVAR': 90740151, 'peggedEUR': 397706674, 'peggedJPY': 1233449030, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 14990183, 'peggedAUD': 4743903, 'peggedREAL': 289278765, 'peggedRUB': 39172694949, 'peggedMXN': 19562400, 'peggedSGD': 14732829, 'peggedTRY': 171398838}",3234631607.700348,,
2025-08-30 00:00:00,"{'peggedUSD': 282094753980, 'peggedVAR': 90721524, 'peggedEUR': 398200796, 'peggedJPY': 1233450440, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 14959621, 'peggedAUD': 5639286, 'peggedREAL': 289314604, 'peggedRUB': 39172790437, 'peggedMXN': 19562400, 'peggedSGD': 14982829, 'peggedPHP': 225011400, 'peggedTRY': 245420069}",3234631607.700348,,
2025-08-31 00:00:00,"{'peggedUSD': 282458134623, 'peggedVAR': 90722569, 'peggedEUR': 398334418, 'peggedJPY': 1233455070, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 14959621, 'peggedAUD': 5787700, 'peggedREAL': 289276712, 'peggedRUB': 39172790437, 'peggedMXN': 19562400, 'peggedSGD': 14982829, 'peggedPHP': 225011400, 'peggedTRY': 245420069}",3234631607.700348,,
2025-09-01 00:00:00,"{'peggedUSD': 283201182357, 'peggedVAR': 90721603, 'peggedEUR': 397579812, 'peggedJPY': 1233455914, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 14959621, 'peggedAUD': 3824901, 'peggedREAL': 289375008, 'peggedRUB': 39172790437, 'peggedMXN': 19562400, 'peggedSGD': 14682829, 'peggedPHP': 225011400, 'peggedTRY': 245420069}",3234631607.700348,,
2025-09-02 00:00:00,"{'peggedUSD': 283210347706, 'peggedVAR': 90709709, 'peggedEUR': 395630092, 'peggedJPY': 1233456539, 'peggedCNY': 20540769, 'peggedUAH': 459382, 'peggedARS': 10898766, 'peggedGBP': 464215, 'peggedCAD': 1888532, 'peggedCHF': 15957741, 'peggedAUD': 5668706, 'peggedREAL': 289519146, 'peggedRUB': 39173191619, 'peggedMXN': 19562400, 'peggedSGD': 14112829, 'peggedPHP': 225011400, 'peggedTRY': 245420069}",2925422534.7106934,,
